PUMA,TRACT,BG,BLOCK,household_id,wgtp,SERIALNO,industry,occupation,AGEP,SEX,WKHP,ESR,SCHG,WKW,MIL,SCHL,per_num,GQFLAG,person_id
1314,41051004300,4.1051E+11,4.1051E+14,1149326,21,2022HU1195820,1,1,62,2,60,1,-8,1,4,15,1,0,114932601
1314,41051004300,4.1051E+11,4.1051E+14,1149327,13,2018HU0673146,1,1,64,2,40,1,-8,1,4,11,1,0,114932701
1314,41051004300,4.1051E+11,4.1051E+14,1149328,21,2022HU1195820,1,1,62,2,60,1,-8,1,4,15,1,0,114932801
1314,41051004300,4.1051E+11,4.1051E+14,1149329,38,2018HU0600732,1,1,55,1,40,1,-8,5,4,14,1,0,114932901
1314,41051004300,4.1051E+11,4.1051E+14,1149330,45,2022HU0860817,1,1,48,1,20,1,-8,1,4,11,1,0,114933001
1314,41051004300,4.1051E+11,4.1051E+14,1149330,45,2022HU0860817,0,0,69,2,-8,6,-8,-8,4,8,2,0,114933002
1314,41051004500,4.1051E+11,4.1051E+14,1149335,26,2018HU1052382,1,1,29,1,40,1,-8,1,4,13,1,0,114933501
1314,41051004500,4.1051E+11,4.1051E+14,1149336,144,2020HU0779175,1,1,42,2,40,1,-8,1,4,13,1,0,114933601
1314,41051004500,4.1051E+11,4.1051E+14,1149336,144,2020HU0779175,1,1,56,2,55,1,-8,1,2,11,2,0,114933602
1314,41051004500,4.1051E+11,4.1051E+14,1149337,16,2021HU0357835,1,1,36,2,40,1,-8,2,4,13,1,0,114933701
1314,41051004500,4.1051E+11,4.1051E+14,1149338,61,2021HU1099132,1,1,52,1,40,1,-8,1,4,13,1,0,114933801
1314,41051004500,4.1051E+11,4.1051E+14,1149338,61,2021HU1099132,1,1,42,2,45,2,-8,1,4,11,2,0,114933802
1314,41051004500,4.1051E+11,4.1051E+14,1149339,110,2022HU0229744,1,1,42,2,40,1,-8,1,4,1,1,0,114933901
1314,41051004500,4.1051E+11,4.1051E+14,1149339,110,2022HU0229744,0,0,41,1,-8,6,-8,-8,4,1,2,0,114933902
1314,41051004500,4.1051E+11,4.1051E+14,1149340,31,2022HU0796515,1,1,29,1,40,1,-8,2,4,13,1,0,114934001
1314,41051004500,4.1051E+11,4.1051E+14,1149341,14,2019HU0769122,1,1,28,1,50,1,-8,1,4,13,1,0,114934101
1314,41051004500,4.1051E+11,4.1051E+14,1149342,50,2020HU0538147,1,1,33,1,80,1,-8,3,4,14,1,0,114934201
1314,41051004500,4.1051E+11,4.1051E+14,1149343,280,2020HU0673740,1,1,38,1,40,1,-8,1,4,13,1,0,114934301
1314,41051004500,4.1051E+11,4.1051E+14,1149344,144,2020HU0779175,1,1,42,2,40,1,-8,1,4,13,1,0,114934401
1314,41051004500,4.1051E+11,4.1051E+14,1149344,144,2020HU0779175,1,1,56,2,55,1,-8,1,2,11,2,0,114934402
1314,41051004500,4.1051E+11,4.1051E+14,1149345,82,2021HU0517924,1,1,27,2,40,1,-8,1,4,13,1,0,114934501
1314,41051004500,4.1051E+11,4.1051E+14,1149346,38,2021HU0782760,1,1,44,1,45,1,-8,1,4,14,1,0,114934601
1314,41051004500,4.1051E+11,4.1051E+14,1149347,61,2021HU1099132,1,1,52,1,40,1,-8,1,4,13,1,0,114934701
1314,41051004500,4.1051E+11,4.1051E+14,1149347,61,2021HU1099132,1,1,42,2,45,2,-8,1,4,11,2,0,114934702
1314,41051004500,4.1051E+11,4.1051E+14,1149348,110,2022HU0229744,1,1,42,2,40,1,-8,1,4,1,1,0,114934801
1314,41051004500,4.1051E+11,4.1051E+14,1149348,110,2022HU0229744,0,0,41,1,-8,6,-8,-8,4,1,2,0,114934802
1314,41051004500,4.1051E+11,4.1051E+14,1149349,50,2020HU0538147,1,1,33,1,80,1,-8,3,4,14,1,0,114934901
1314,41051004500,4.1051E+11,4.1051E+14,1149350,26,2018HU0853201,1,1,31,1,40,1,-8,1,4,12,1,0,114935001
1314,41051004500,4.1051E+11,4.1051E+14,1149351,50,2020HU0538147,1,1,33,1,80,1,-8,3,4,14,1,0,114935101
1314,41051004500,4.1051E+11,4.1051E+14,1149352,280,2020HU0673740,1,1,38,1,40,1,-8,1,4,13,1,0,114935201
1314,41051004500,4.1051E+11,4.1051E+14,1149353,153,2020HU0714397,1,1,35,2,40,1,-8,1,4,16,1,0,114935301
1314,41051004500,4.1051E+11,4.1051E+14,1149354,144,2020HU0779175,1,1,42,2,40,1,-8,1,4,13,1,0,114935401
1314,41051004500,4.1051E+11,4.1051E+14,1149354,144,2020HU0779175,1,1,56,2,55,1,-8,1,2,11,2,0,114935402
1314,41051004500,4.1051E+11,4.1051E+14,1149355,61,2021HU1099132,1,1,52,1,40,1,-8,1,4,13,1,0,114935501
1314,41051004500,4.1051E+11,4.1051E+14,1149355,61,2021HU1099132,1,1,42,2,45,2,-8,1,4,11,2,0,114935502
1314,41051004500,4.1051E+11,4.1051E+14,1149356,110,2022HU0229744,1,1,42,2,40,1,-8,1,4,1,1,0,114935601
1314,41051004500,4.1051E+11,4.1051E+14,1149356,110,2022HU0229744,0,0,41,1,-8,6,-8,-8,4,1,2,0,114935602
1314,41051004500,4.1051E+11,4.1051E+14,1149357,12,2022HU1072184,1,1,28,1,40,1,-8,1,4,14,1,0,114935701
1314,41051004500,4.1051E+11,4.1051E+14,1149357,12,2022HU1072184,1,1,29,2,40,1,-8,1,4,14,2,0,114935702
1314,41051004500,4.1051E+11,4.1051E+14,1149358,23,2019HU0975076,1,1,27,1,55,1,-8,1,4,13,1,0,114935801
1314,41051004500,4.1051E+11,4.1051E+14,1149359,82,2021HU0517924,1,1,27,2,40,1,-8,1,4,13,1,0,114935901
1314,41051004500,4.1051E+11,4.1051E+14,1149360,33,2018HU0001207,0,0,71,2,-8,6,-8,-8,4,13,1,0,114936001
1314,41051004500,4.1051E+11,4.1051E+14,1149361,11,2018HU0031206,1,1,29,1,45,1,-8,1,2,10,1,0,114936101
1314,41051004500,4.1051E+11,4.1051E+14,1149361,11,2018HU0031206,1,1,30,2,48,1,-8,1,4,11,2,0,114936102
1314,41051004500,4.1051E+11,4.1051E+14,1149362,43,2018HU0057171,1,1,52,2,15,1,6,1,4,11,1,0,114936201
1314,41051004500,4.1051E+11,4.1051E+14,1149363,19,2018HU0078237,1,1,26,1,45,1,-8,1,4,14,1,0,114936301
1314,41051004500,4.1051E+11,4.1051E+14,1149363,19,2018HU0078237,1,1,26,2,24,1,-8,3,4,13,2,0,114936302
1314,41051004500,4.1051E+11,4.1051E+14,1149364,19,2018HU0078237,1,1,26,1,45,1,-8,1,4,14,1,0,114936401
1314,41051004500,4.1051E+11,4.1051E+14,1149364,19,2018HU0078237,1,1,26,2,24,1,-8,3,4,13,2,0,114936402
1314,41051004500,4.1051E+11,4.1051E+14,1149365,34,2018HU0108923,1,1,50,1,52,1,-8,1,4,16,1,0,114936501
1314,41051004500,4.1051E+11,4.1051E+14,1149365,34,2018HU0108923,0,0,49,2,-8,6,-8,-8,4,16,2,0,114936502
1314,41051004500,4.1051E+11,4.1051E+14,1149365,34,2018HU0108923,0,0,9,1,-8,-8,3,-8,-8,2,3,0,114936503
1314,41051004500,4.1051E+11,4.1051E+14,1149366,34,2018HU0108923,1,1,50,1,52,1,-8,1,4,16,1,0,114936601
1314,41051004500,4.1051E+11,4.1051E+14,1149366,34,2018HU0108923,0,0,49,2,-8,6,-8,-8,4,16,2,0,114936602
1314,41051004500,4.1051E+11,4.1051E+14,1149366,34,2018HU0108923,0,0,9,1,-8,-8,3,-8,-8,2,3,0,114936603
1314,41051004500,4.1051E+11,4.1051E+14,1149367,104,2018HU0110373,1,1,36,1,40,1,-8,1,4,9,1,0,114936701
1314,41051004500,4.1051E+11,4.1051E+14,1149368,19,2018HU0124861,1,1,42,2,60,1,-8,1,4,13,1,0,114936801
1314,41051004500,4.1051E+11,4.1051E+14,1149369,12,2018HU0139943,1,1,31,1,50,1,-8,1,4,12,1,0,114936901
1314,41051004500,4.1051E+11,4.1051E+14,1149369,12,2018HU0139943,1,1,29,2,40,1,-8,1,4,12,2,0,114936902
1314,41051004500,4.1051E+11,4.1051E+14,1149369,12,2018HU0139943,1,1,29,1,40,1,-8,1,4,11,3,0,114936903
1314,41051004500,4.1051E+11,4.1051E+14,1149370,17,2018HU0160473,1,1,29,1,60,1,-8,1,4,13,1,0,114937001
1314,41051004500,4.1051E+11,4.1051E+14,1149370,17,2018HU0160473,1,1,25,2,40,1,-8,1,4,13,2,0,114937002
1314,41051004500,4.1051E+11,4.1051E+14,1149371,26,2018HU0162727,0,0,27,2,-8,6,7,-8,4,13,1,0,114937101
1314,41051004500,4.1051E+11,4.1051E+14,1149372,26,2018HU0179471,1,1,52,1,20,1,-8,1,4,13,1,0,114937201
1314,41051004500,4.1051E+11,4.1051E+14,1149372,26,2018HU0179471,1,1,49,2,37,1,-8,1,4,9,2,0,114937202
1314,41051004500,4.1051E+11,4.1051E+14,1149372,26,2018HU0179471,0,0,17,2,1,6,5,5,4,6,3,0,114937203
1314,41051004500,4.1051E+11,4.1051E+14,1149373,34,2018HU0211240,0,0,55,1,-8,6,-8,-8,4,12,1,0,114937301
1314,41051004500,4.1051E+11,4.1051E+14,1149374,38,2018HU0235928,0,0,36,1,-8,6,6,-8,4,8,1,0,114937401
1314,41051004500,4.1051E+11,4.1051E+14,1149374,38,2018HU0235928,0,0,42,2,-8,6,6,-8,4,8,2,0,114937402
1314,41051004500,4.1051E+11,4.1051E+14,1149374,38,2018HU0235928,0,0,7,2,-8,-8,2,-8,-8,1,3,0,114937403
1314,41051004500,4.1051E+11,4.1051E+14,1149374,38,2018HU0235928,0,0,6,1,-8,-8,2,-8,-8,1,4,0,114937404
1314,41051004500,4.1051E+11,4.1051E+14,1149374,38,2018HU0235928,0,0,4,2,-8,-8,1,-8,-8,2,5,0,114937405
1314,41051004500,4.1051E+11,4.1051E+14,1149374,38,2018HU0235928,0,0,3,1,-8,-8,-8,-8,-8,1,6,0,114937406
1314,41051004500,4.1051E+11,4.1051E+14,1149375,44,2018HU0260035,1,1,35,1,60,1,-8,1,4,13,1,0,114937501
1314,41051004500,4.1051E+11,4.1051E+14,1149375,44,2018HU0260035,1,1,34,2,50,1,-8,1,4,13,2,0,114937502
1314,41051004500,4.1051E+11,4.1051E+14,1149375,44,2018HU0260035,0,0,0,1,-8,-8,-8,-8,-8,-8,3,0,114937503
1314,41051004500,4.1051E+11,4.1051E+14,1149376,24,2018HU0261442,1,1,36,2,40,1,-8,1,4,14,1,0,114937601
1314,41051004500,4.1051E+11,4.1051E+14,1149376,24,2018HU0261442,1,1,39,1,40,1,-8,1,4,13,2,0,114937602
1314,41051004500,4.1051E+11,4.1051E+14,1149376,24,2018HU0261442,0,0,7,1,-8,-8,3,-8,-8,2,3,0,114937603
1314,41051004500,4.1051E+11,4.1051E+14,1149376,24,2018HU0261442,0,0,5,2,-8,-8,1,-8,-8,1,4,0,114937604
1314,41051004500,4.1051E+11,4.1051E+14,1149377,25,2018HU0287309,1,1,31,2,40,1,-8,1,4,13,1,0,114937701
1314,41051004500,4.1051E+11,4.1051E+14,1149377,25,2018HU0287309,1,1,39,2,40,1,-8,1,2,11,2,0,114937702
1314,41051004500,4.1051E+11,4.1051E+14,1149378,27,2018HU0294009,1,1,28,2,45,1,-8,1,4,13,1,0,114937801
1314,41051004500,4.1051E+11,4.1051E+14,1149378,27,2018HU0294009,0,0,6,1,-8,-8,2,-8,-8,2,2,0,114937802
1314,41051004500,4.1051E+11,4.1051E+14,1149378,27,2018HU0294009,0,0,4,2,-8,-8,-8,-8,-8,1,3,0,114937803
1314,41051004500,4.1051E+11,4.1051E+14,1149378,27,2018HU0294009,0,0,2,2,-8,-8,-8,-8,-8,-8,4,0,114937804
1314,41051004500,4.1051E+11,4.1051E+14,1149378,27,2018HU0294009,1,1,36,1,45,1,-8,1,4,13,5,0,114937805
1314,41051004500,4.1051E+11,4.1051E+14,1149379,29,2018HU0324387,1,1,58,2,45,1,-8,1,4,14,1,0,114937901
1314,41051004500,4.1051E+11,4.1051E+14,1149380,18,2018HU0330863,1,1,23,1,40,1,-8,5,4,13,1,0,114938001
1314,41051004500,4.1051E+11,4.1051E+14,1149381,24,2018HU0332929,1,1,33,2,28,1,-8,3,4,13,1,0,114938101
1314,41051004500,4.1051E+11,4.1051E+14,1149381,24,2018HU0332929,1,1,34,1,20,1,7,5,4,13,2,0,114938102
1314,41051004500,4.1051E+11,4.1051E+14,1149382,74,2018HU0339362,1,1,26,1,50,1,-8,1,4,13,1,0,114938201
1314,41051004500,4.1051E+11,4.1051E+14,1149383,32,2018HU0365159,1,1,28,2,60,1,6,1,4,13,1,0,114938301
1314,41051004500,4.1051E+11,4.1051E+14,1149383,32,2018HU0365159,1,1,28,1,75,1,6,1,4,13,2,0,114938302
1314,41051004500,4.1051E+11,4.1051E+14,1149384,12,2018HU0377864,1,1,41,2,40,1,-8,1,4,15,1,0,114938401
1314,41051004500,4.1051E+11,4.1051E+14,1149384,12,2018HU0377864,1,1,44,1,40,1,-8,1,4,14,2,0,114938402
1314,41051004500,4.1051E+11,4.1051E+14,1149384,12,2018HU0377864,1,1,16,1,10,1,5,3,-8,5,3,0,114938403
1314,41051004500,4.1051E+11,4.1051E+14,1149385,16,2018HU0449928,1,1,48,1,40,1,-8,1,4,13,1,0,114938501
1314,41051004500,4.1051E+11,4.1051E+14,1149386,31,2018HU0469131,1,1,25,1,40,1,7,1,4,13,1,0,114938601
1314,41051004500,4.1051E+11,4.1051E+14,1149386,31,2018HU0469131,1,1,22,1,40,1,-8,1,4,9,2,0,114938602
1314,41051004500,4.1051E+11,4.1051E+14,1149386,31,2018HU0469131,1,1,24,1,40,1,-8,1,4,14,3,0,114938603
1314,41051004500,4.1051E+11,4.1051E+14,1149387,14,2018HU0487501,1,1,49,2,40,1,-8,1,4,13,1,0,114938701
1314,41051004500,4.1051E+11,4.1051E+14,1149387,14,2018HU0487501,1,1,51,1,40,1,-8,1,2,12,2,0,114938702
1314,41051004500,4.1051E+11,4.1051E+14,1149387,14,2018HU0487501,0,0,8,2,-8,-8,3,-8,-8,2,3,0,114938703
1314,41051004500,4.1051E+11,4.1051E+14,1149388,23,2018HU0516650,1,1,61,1,40,1,-8,1,4,11,1,0,114938801
1314,41051004500,4.1051E+11,4.1051E+14,1149388,23,2018HU0516650,0,0,58,2,-8,6,-8,-8,4,11,2,0,114938802
1314,41051004500,4.1051E+11,4.1051E+14,1149389,79,2018HU0523131,1,1,26,1,45,1,-8,3,4,15,1,0,114938901
1314,41051004500,4.1051E+11,4.1051E+14,1149390,79,2018HU0523131,1,1,26,1,45,1,-8,3,4,15,1,0,114939001
1314,41051004500,4.1051E+11,4.1051E+14,1149391,79,2018HU0523131,1,1,26,1,45,1,-8,3,4,15,1,0,114939101
1314,41051004500,4.1051E+11,4.1051E+14,1149392,13,2018HU0571609,1,1,41,2,60,1,-8,1,4,16,1,0,114939201
1314,41051004500,4.1051E+11,4.1051E+14,1149392,13,2018HU0571609,1,1,41,1,20,1,-8,1,4,11,2,0,114939202
1314,41051004500,4.1051E+11,4.1051E+14,1149392,13,2018HU0571609,0,0,8,1,-8,-8,3,-8,-8,2,3,0,114939203
1314,41051004500,4.1051E+11,4.1051E+14,1149392,13,2018HU0571609,0,0,6,1,-8,-8,2,-8,-8,2,4,0,114939204
1314,41051004500,4.1051E+11,4.1051E+14,1149393,29,2018HU0574428,1,1,25,2,43,1,-8,1,4,12,1,0,114939301
1314,41051004500,4.1051E+11,4.1051E+14,1149394,42,2018HU0590777,1,1,67,1,35,1,-8,1,4,13,1,0,114939401
1314,41051004500,4.1051E+11,4.1051E+14,1149394,42,2018HU0590777,1,1,59,2,50,1,-8,1,4,13,2,0,114939402
1314,41051004500,4.1051E+11,4.1051E+14,1149395,23,2018HU0591653,1,1,33,2,40,1,-8,1,4,14,1,0,114939501
1314,41051004500,4.1051E+11,4.1051E+14,1149396,17,2018HU0601648,1,1,29,2,42,1,-8,1,4,13,1,0,114939601
1314,41051004500,4.1051E+11,4.1051E+14,1149397,63,2018HU0603725,1,1,38,2,60,1,-8,1,4,14,1,0,114939701
1314,41051004500,4.1051E+11,4.1051E+14,1149397,63,2018HU0603725,1,1,39,1,40,1,-8,1,4,9,2,0,114939702
1314,41051004500,4.1051E+11,4.1051E+14,1149398,86,2018HU0613684,0,0,67,2,-8,6,-8,-8,4,11,1,0,114939801
1314,41051004500,4.1051E+11,4.1051E+14,1149398,86,2018HU0613684,1,1,50,1,12,1,-8,1,4,13,2,0,114939802
1314,41051004500,4.1051E+11,4.1051E+14,1149399,86,2018HU0613684,0,0,67,2,-8,6,-8,-8,4,11,1,0,114939901
1314,41051004500,4.1051E+11,4.1051E+14,1149399,86,2018HU0613684,1,1,50,1,12,1,-8,1,4,13,2,0,114939902
1314,41051004500,4.1051E+11,4.1051E+14,1149400,28,2018HU0631141,0,0,70,2,-8,6,-8,-8,4,11,1,0,114940001
1314,41051004500,4.1051E+11,4.1051E+14,1149401,32,2018HU0654813,1,1,38,2,20,1,-8,2,4,14,1,0,114940101
1314,41051004500,4.1051E+11,4.1051E+14,1149402,29,2018HU0662496,0,0,64,1,-8,6,-8,-8,4,14,1,0,114940201
1314,41051004500,4.1051E+11,4.1051E+14,1149402,29,2018HU0662496,0,0,64,2,-8,6,-8,-8,4,13,2,0,114940202
1314,41051004500,4.1051E+11,4.1051E+14,1149403,23,2018HU0672598,1,1,33,2,40,1,-8,1,4,13,1,0,114940301
1314,41051004500,4.1051E+11,4.1051E+14,1149404,52,2018HU0688846,0,0,56,2,-8,6,-8,-8,4,13,1,0,114940401
1314,41051004500,4.1051E+11,4.1051E+14,1149404,52,2018HU0688846,1,1,56,1,45,1,-8,1,4,14,2,0,114940402
1314,41051004500,4.1051E+11,4.1051E+14,1149405,22,2018HU0708661,1,1,45,2,54,1,-8,1,4,15,1,0,114940501
